,Index,ID,Date,Country,Disease,Update,Month,Year,Deaths,Pathogens,Disease_Scientific_Name,Vaccination,Lethality,Transmission_Medium,Minimum_Incubation,Maximum_Incubation,Host_for_Parasite,Source,Age_Group,Symptoms
199,1571,1444,2019-01-24,Congo,Ebola,Yes,1,2019,439,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
200,1654,1441,2019-01-31,Congo,Ebola,Yes,1,2019,465,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
201,1623,1439,2019-02-07,Congo,Ebola,Yes,2,2019,488,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
202,1671,1436,2019-02-14,Congo,Ebola,Yes,2,2019,517,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
203,1656,1432,2019-02-21,Congo,Ebola,Yes,2,2019,529,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
204,1661,1429,2019-02-28,Congo,Ebola,Yes,2,2019,553,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
205,1649,1426,2019-03-07,Congo,Ebola,Yes,3,2019,569,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
206,1585,1425,2019-03-14,Congo,Ebola,Yes,3,2019,584,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
207,1620,1424,2019-03-21,Congo,Ebola,Yes,3,2019,610,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
208,1672,1423,2019-03-28,Congo,Ebola,Yes,3,2019,27,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
209,1677,1421,2019-04-04,Congo,Ebola,Yes,4,2019,27,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
210,1638,1420,2019-04-11,Congo,Ebola,Yes,4,2019,31,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
211,1630,1418,2019-04-18,Congo,Ebola,Yes,4,2019,32,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
212,1655,1416,2019-04-25,Congo,Ebola,Yes,4,2019,33,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
213,1608,1414,2019-05-02,Congo,Ebola,Yes,5,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
214,1680,1410,2019-05-09,Congo,Ebola,Yes,5,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
215,1611,1406,2019-05-16,Congo,Ebola,Yes,5,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
216,1673,1403,2019-05-23,Congo,Ebola,Yes,5,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
217,1568,1401,2019-05-30,Congo,Ebola,Yes,5,2019,1302,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
218,1622,1400,2019-06-06,Congo,Ebola,Yes,6,2019,1357,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
219,1613,1397,2019-06-13,Congo,Ebola,Yes,6,2019,1405,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
220,1646,1398,2019-06-13,Uganda,Ebola,No,6,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
221,1640,1396,2019-06-20,Congo,Ebola,Yes,6,2019,1470,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
222,1645,1395,2019-06-27,Congo,Ebola,Yes,6,2019,1531,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
223,1642,1393,2019-07-04,Congo,Ebola,Yes,7,2019,1598,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
224,1595,1392,2019-07-11,Congo,Ebola,Yes,7,2019,1646,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
225,1675,1390,2019-07-18,Congo,Ebola,Yes,7,2019,1698,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
226,1659,1388,2019-07-25,Congo,Ebola,Yes,7,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
227,1612,1386,2019-08-01,Congo,Ebola,Yes,8,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
228,1626,1385,2019-08-08,Congo,Ebola,Yes,8,2019,6,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
229,1617,1384,2019-08-15,Congo,Ebola,Yes,8,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
230,1570,1383,2019-08-22,Congo,Ebola,Yes,8,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
231,1576,1380,2019-08-29,Congo,Ebola,Yes,8,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
232,1668,1379,2019-09-06,Congo,Ebola,Yes,9,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
233,1590,1377,2019-09-12,Congo,Ebola,Yes,9,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
234,1644,1375,2019-09-19,Congo,Ebola,Yes,9,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
235,1643,1374,2019-09-21,Tanzania,Ebola,No,9,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
236,1569,1372,2019-09-26,Congo,Ebola,Yes,9,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
237,1621,1369,2019-10-03,Congo,Ebola,Yes,10,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
238,1577,1367,2019-10-10,Congo,Ebola,Yes,10,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
239,1610,1365,2019-10-17,Congo,Ebola,Yes,10,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
240,1593,1361,2019-10-24,Congo,Ebola,Yes,10,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
241,1584,1360,2019-10-31,Congo,Ebola,Yes,10,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
242,1619,1357,2019-11-07,Congo,Ebola,Yes,11,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
243,1664,1356,2019-11-14,Congo,Ebola,Yes,11,2019,34,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
244,1565,1353,2019-11-21,Congo,Ebola,Yes,11,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
245,1589,1349,2019-11-28,Congo,Ebola,Yes,11,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
246,1658,1344,2019-12-05,Congo,Ebola,Yes,12,2019,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
247,1616,1342,2019-12-12,Congo,Ebola,Yes,12,2019,1,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
248,1647,1337,2019-12-19,Congo,Ebola,Yes,12,2019,294,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
249,152,16,2020-01-02,Congo,Ebola,Yes,1,2020,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
250,164,13,2020-01-09,Congo,Ebola,Yes,1,2020,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
251,160,9,2020-01-16,Congo,Ebola,Yes,1,2020,36,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
252,154,5,2020-01-23,Congo,Ebola,Yes,1,2020,1,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
253,158,4,2020-01-30,Congo,Ebola,Yes,1,2020,0,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
254,163,2,2020-02-06,Congo,Ebola,Yes,2,2020,3,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
255,155,1,2020-02-13,Congo,Ebola,Yes,2,2020,3,Virus,Ebola,0,Brutal,"person to person blood bodily fluids, person to person cough sneeze aerosol, person to person sexual contact",2.0,21.0,fruit bats,zootonic,all,"Fever, Fatigue, Muscle pain, Headache, Sore throat, Vomiting, Diarrhoea, Rash, Symptoms of impaired kidney and liver function, In some cases, both internal and external bleeding"
256,2490,1130,1996-01-22,Algeria,Typhoid fever,No,1,1996,0,Bacteria,"Salmonella serotype Typhi, Salmonella serotype Paratyphi",0,Brutal,person to person cough sneeze aerosol,8.0,14.0,human,zootonic,all,"high fevers, weakness, stomach pains, headache, and loss of appetite. Some patients have constipation, and some have a rash.  Internal bleeding and death can occur but are rare."
257,2554,1072,1996-08-02,Tajikistan,Typhoid fever,No,8,1996,0,Bacteria,"Salmonella serotype Typhi, Salmonella serotype Paratyphi",0,Brutal,person to person cough sneeze aerosol,8.0,14.0,human,zootonic,all,"high fevers, weakness, stomach pains, headache, and loss of appetite. Some patients have constipation, and some have a rash.  Internal bleeding and death can occur but are rare."
258,2548,1070,1996-08-06,Tajikistan,Typhoid fever,Yes,8,1996,0,Bacteria,"Salmonella serotype Typhi, Salmonella serotype Paratyphi",0,Brutal,person to person cough sneeze aerosol,8.0,14.0,human,zootonic,all,"high fevers, weakness, stomach pains, headache, and loss of appetite. Some patients have constipation, and some have a rash.  Internal bleeding and death can occur but are rare."
259,705,684,1998-09-21,Kyrgyzstan,Typhoid fever,No,9,1998,0,Bacteria,"Salmonella serotype Typhi, Salmonella serotype Paratyphi",0,Brutal,person to person cough sneeze aerosol,8.0,14.0,human,zootonic,all,"high fevers, weakness, stomach pains, headache, and loss of appetite. Some patients have constipation, and some have a rash.  Internal bleeding and death can occur but are rare."
260,2689,809,2003-06-17,Haiti,Typhoid fever,No,6,2003,40,Bacteria,"Salmonella serotype Typhi, Salmonella serotype Paratyphi",0,Brutal,person to person cough sneeze aerosol,8.0,14.0,human,zootonic,all,"high fevers, weakness, stomach pains, headache, and loss of appetite. Some patients have constipation, and some have a rash.  Internal bleeding and death can occur but are rare."
261,916,2615,2004-12-15,Congo,Typhoid fever,No,12,2004,134,Bacteria,"Salmonella serotype Typhi, Salmonella serotype Paratyphi",0,Brutal,person to person cough sneeze aerosol,8.0,14.0,human,zootonic,all,"high fevers, weakness, stomach pains, headache, and loss of appetite. Some patients have constipation, and some have a rash.  Internal bleeding and death can occur but are rare."
262,856,2143,2005-01-19,Congo,Typhoid fever,Yes,1,2005,214,Bacteria,"Salmonella serotype Typhi, Salmonella serotype Paratyphi",0,Brutal,person to person cough sneeze aerosol,8.0,14.0,human,zootonic,all,"high fevers, weakness, stomach pains, headache, and loss of appetite. Some patients have constipation, and some have a rash.  Internal bleeding and death can occur but are rare."
263,1107,1638,2015-03-17,Uganda,Typhoid fever,No,3,2015,0,Bacteria,"Salmonella serotype Typhi, Salmonella serotype Paratyphi",0,Brutal,person to person cough sneeze aerosol,8.0,14.0,human,zootonic,all,"high fevers, weakness, stomach pains, headache, and loss of appetite. Some patients have constipation, and some have a rash.  Internal bleeding and death can occur but are rare."
264,1866,2525,2018-12-27,Pakistan,Typhoid fever,No,12,2018,0,Bacteria,"Salmonella serotype Typhi, Salmonella serotype Paratyphi",0,Brutal,person to person cough sneeze aerosol,8.0,14.0,human,zootonic,all,"high fevers, weakness, stomach pains, headache, and loss of appetite. Some patients have constipation, and some have a rash.  Internal bleeding and death can occur but are rare."
265,2519,1131,1996-01-22,Burundi,Cholera,No,1,1996,0,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
266,2541,1123,1996-02-08,Iran,Cholera,No,2,1996,0,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
267,2529,1117,1996-02-29,Ecuador,Cholera,No,2,1996,4,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
268,2545,1114,1996-03-01,Niger,Cholera,No,3,1996,99,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
269,2486,1113,1996-03-06,Niger,Cholera,Yes,3,1996,288,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
270,2511,1109,1996-03-07,Niger,Cholera,Yes,3,1996,299,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
271,2503,1104,1996-03-15,Niger,Cholera,Yes,3,1996,487,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
272,2562,1106,1996-03-15,Senegal,Cholera,No,3,1996,188,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
273,2558,1094,1996-04-26,Liberia,Cholera,No,4,1996,0,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
274,2557,1090,1996-05-20,Malaysia,Cholera,No,5,1996,0,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
275,2532,1086,1996-06-14,Malaysia,Cholera,No,6,1996,0,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
276,2559,1085,1996-06-14,Philippines,Cholera,No,6,1996,4,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
277,2508,1081,1996-07-05,Chad,Cholera,No,7,1996,51,Bacteria,Vibrio Cholerea,0,Brutal,"contaminated water, contaminated food, person to person stools of infected person",1.0,5.0,"water, stools, food",Human,all,"acute watery diarrhoea, severe dehydration"
